"species","countries"
"Lonchophylla_mordax","BRA"
"Lonchophylla_orcesi","ECU"
"Lonchophylla_orienticollina","COL, ECU, VEN"
"Lonchophylla_pattoni","BOL, COL, ECU, PER"
"Lonchophylla_peracchii","BRA"
"Lonchophylla_robusta","COL, CRI, ECU, NIC, PAN, PER, VEN"
"Lonchophylla_thomasi","BOL, BRA, COL, ECU, GUF, GUY, PAN, PER, SUR, VEN"
"Lonchorhina_aurita","BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, SLV, SUR, TTO, VEN"
"Lonchorhina_fernandezi","COL, VEN"
"Lonchorhina_inusitata","BRA, COL, GUF, GUY, SUR, VEN"
"Lonchorhina_marinkellei","COL"
"Lonchorhina_orinocensis","BRA, COL, VEN"
"Lophostoma_brasiliense","BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, SUR, TTO, VEN"
"Lophostoma_carrikeri","BOL, BRA, COL, GUF, GUY, PER, SUR, VEN"
"Lophostoma_evotis","BLZ, GTM, HND, MEX, NIC"
"Lophostoma_kalkoae","PAN"
"Lophostoma_occidentalis","COL, ECU, PER"
"Lophostoma_schulzi","BRA, GUF, GUY, SUR"
"Lophostoma_silvicolum","ARG, BOL, BRA, COL, CRI, ECU, GUF, GUY, HND, NIC, PAN, PER, PRY, SUR, VEN"
"Lyroderma_lyra","AFG, BGD, BTN, CHN, IND, KHM, LAO, LKA, MMR, MYS, NPL, PAK, SGP, THA, VNM, Z01, Z06, Z07"
"Macroderma_gigas","AUS"
"Macroglossus_minimus","AUS, BRN, IDN, KHM, MMR, MYS, PHL, PNG, SGP, SLB, THA, TLS, VNM"
"Macroglossus_sobrinus","BGD, BTN, CHN, IDN, IND, KHM, LAO, MMR, MYS, NPL, SGP, THA, VNM, Z07"
"Macronycteris_commersoni","MDG"
"Macronycteris_gigas","AGO, BEN, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GMB, GNB, GNQ, KEN, LBR, NGA, SEN, SLE, TGO, TZA, UGA"
"Macronycteris_thomensis","STP"
"Macronycteris_vittatus","AGO, BFA, BWA, CAF, CIV, CMR, ETH, GHA, GIN, KEN, LBR, MLI, MOZ, MWI, NAM, NGA, SLE, SOM, TCD, TZA, ZAF, ZMB, ZWE"
"Macrophyllum_macrophyllum","ARG, BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SLV, SUR, VEN"
"Macrotus_californicus","MEX, USA"
"Macrotus_waterhousii","BHS, CUB, DOM, GTM, HTI, JAM, MEX"
"Megaderma_spasma","BGD, BRN, BTN, CHN, IDN, IND, KHM, LAO, LKA, MMR, MYS, NPL, PHL, SGP, THA, VNM"
"Megaerops_ecaudatus","BRN, CHN, IDN, IND, MMR, MYS, THA, Z07"
"Megaerops_kusnotoi","IDN"
"Megaerops_niphanae","BGD, BTN, CHN, IND, KHM, LAO, MMR, THA, VNM, Z07"
"Megaerops_wetmorei","BRN, IDN, MYS, PHL"
"Megaloglossus_azagnyi","CIV, GHA, GIN, LBR, SLE, TGO"
"Megaloglossus_woermanni","AGO, BEN, CAF, CMR, COD, COG, GAB, GNQ, NGA, RWA, UGA"
"Melonycteris_fardoulisi","SLB"
"Melonycteris_melanops","PNG"
"Melonycteris_woodfordi","PNG, SLB"
"Mesophylla_macconnelli","BOL, BRA, COL, CRI, ECU, GUF, GUY, NIC, PAN, PER, SUR, TTO, VEN"
"Micronycteris_brosseti","BRA, COL, GUF, GUY, PER, SUR, VEN"
"Micronycteris_buriri","VCT"
"Micronycteris_giovanniae","ECU"
"Micronycteris_hirsuta","BOL, BRA, COL, CRI, ECU, GUF, GUY, HND, NIC, PAN, PER, SUR, TTO, VEN"
"Micronycteris_megalotis","ARG, BOL, BRA, COL, ECU, GRD, GUF, GUY, PAN, PER, PRY, SUR, TTO, VCT, VEN"
"Micronycteris_microtis","BLZ, BOL, BRA, COL, CRI, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, SLV, SUR, VEN"
"Micronycteris_minuta","BOL, BRA, COL, CRI, ECU, GUF, GUY, HND, NIC, PAN, PER, SUR, TTO, VEN"
"Micronycteris_sanborni","BRA"
"Micronycteris_schmidtorum","BLZ, BOL, BRA, COL, CRI, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, SLV, SUR, VEN"
"Micronycteris_yatesi","BOL"
"Micropteropus_intermedius","AGO, COD"
"Micropteropus_pusillus","AGO, BDI, BEN, BFA, CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, GMB, GNB, GNQ, KEN, LBR, MLI, NER, NGA, RWA, SDN, SEN, SLE, SSD, TCD, TGO, TZA, UGA, ZMB"
"Mimetillus_moloneyi","AGO, BEN, BFA, CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, GNQ, KEN, LBR, MOZ, MWI, NGA, RWA, SLE, SSD, TGO, TZA, UGA, ZMB, ZWE"
"Mimon_bennettii","BRA, COL, GUF, GUY, PAN, PRY, SUR, VEN"
"Mimon_cozumelae","BLZ, COL, CRI, GTM, HND, MEX, NIC, PAN"
"Miniopterus_aelleni","MDG"
"Miniopterus_africanus","BDI, DJI, ERI, ETH, KEN, MOZ, MWI, RWA, SDN, SOM, SSD, TZA, UGA, ZMB"
"Miniopterus_ambohitrensis","MDG"
"Miniopterus_australis","AUS, BRN, IDN, MYS, NCL, PHL, PNG, SLB, TLS, VUT"
"Miniopterus_brachytragos","MDG"
"Miniopterus_egeri","MDG"
"Miniopterus_fraterculus","COD, KEN, MOZ, MWI, SWZ, TZA, ZAF, ZMB, ZWE"
"Miniopterus_fuscus","JPN"
"Miniopterus_gleni","MDG"
"Miniopterus_griffithsi","MDG"
"Miniopterus_inflatus","BDI, CAF, CMR, COD, COG, ETH, GAB, GIN, GNQ, KEN, LBR, MOZ, NAM, RWA, SLE, TZA, UGA, ZMB, ZWE"
"Miniopterus_macrocneme","IDN, NCL, PNG, SLB, VUT"
"Miniopterus_maghrebensis","DZA, MAR, TUN"
"Miniopterus_magnater","BRN, CHN, IDN, MYS, PNG, TLS"
"Miniopterus_mahafaliensis","MDG"
"Miniopterus_majori","MDG"
"Miniopterus_manavi","COM, MDG, MYT"
"Miniopterus_medius","BRN, IDN, MYS, PNG, SGP, THA"
"Miniopterus_natalensis","AGO, BWA, COD, KEN, LSO, MOZ, MWI, NAM, SAU, SWZ, TZA, UGA, YEM, ZAF, ZMB, ZWE"
"Miniopterus_newtoni","STP"
"Miniopterus_petersoni","MDG"
"Miniopterus_pusillus","CHN, IDN, IND, KHM, LAO, MMR, MYS, NPL, THA, TLS, VNM"
"Miniopterus_schreibersii","ALB, AND, ARM, AUT, AZE, BGR, BIH, CHE, CIV, CMR, CYP, CZE, DZA, ESP, FRA, GEO, GIB, GIN, GRC, HRV, HUN, IRN, ISR, ITA, JOR, LBN, LBR, LBY, MAR, MCO, MKD, MNE, NGA, POL, PRT, PSE, ROU, RUS, SLE, SMR, SRB, SVK, SVN, SYR, TUN, TUR, VAT, XAD, XCA, XKO, ZNC"
"Miniopterus_sororculus","MDG"
"Miniopterus_tristis","IDN, PHL, PNG, SLB, VUT"
"Mirimiri_acrodonta","FJI"
"Molossops_aequatorianus","ECU"
"Molossops_mattogrossensis","BOL, BRA, COL, GUF, GUY, PER, VEN"
"Molossops_temminckii","ARG, BOL, BRA, COL, ECU, GUY, PER, PRY, URY, VEN"
"Molossus_alvarezi","MEX"
"Molossus_aztecus","BRA, COL, GTM, MEX, NIC, VEN"
"Molossus_bondae","COL, CRI, ECU, HND, MEX, NIC, PAN, PER, VEN"
"Molossus_coibensis","BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, SLV, SUR, VEN"
"Molossus_currentium","ARG, BOL, BRA, PRY, URY"
"Molossus_molossus","AIA, ARG, ATG, BES, BLZ, BOL, BRA, BRB, COL, CRI, CUB, CUW, CYM, DMA, DOM, ECU, GLP, GRD, GTM, GUF, GUY, HND, HTI, JAM, KNA, LCA, MAF, MEX, MSR, MTQ, NIC, PAN, PER, PRI, PRY, SLV, SUR, SXM, TTO, URY, VCT, VEN, VIR"
"Molossus_pretiosus","BRA, COL, CRI, GUY, HND, MEX, NIC, PAN, VEN"
"Molossus_rufus","ARG, BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SLV, SUR, URY, USA, VEN"
"Molossus_sinaloae","BLZ, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, SLV, SUR, TTO, VEN"
"Mops_bakarii","TZA"
"Mops_brachypterus","CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GMB, GNQ, KEN, LBR, MOZ, NGA, SLE, TGO, TZA, UGA"
"Mops_condylurus","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, ETH, GHA, GIN, GMB, GNB, KEN, LBR, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Mops_congicus","CAF, CMR, COD, COG, UGA"
"Mops_demonstrator","BEN, BFA, CAF, CIV, CMR, COD, GHA, NGA, SDN, SSD, TCD, TGO, UGA"
"Mops_leucostigma","COM, MDG"
"Mops_midas","BEN, BFA, MDG, MOZ, MWI, SAU, SEN, TGO, ZAF"
"Mops_mops","BRN, IDN, MYS, THA"
"Mops_nanulus","AGO, BEN, CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, GNQ, KEN, LBR, NGA, SLE, SSD, UGA"
"Mops_niveiventer","AGO, BDI, COD, MOZ, MWI, RWA, TZA, ZMB"
"Mops_petersoni","CMR, GHA"
"Mops_sarasinorum","IDN, PHL"
"Mops_spurrelli","CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNQ, LBR, SLE, TGO"
"Mops_thersites","CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNQ, KEN, LBR, NGA, RWA, SLE, TZA, UGA"
"Mops_trevori","BEN, CAF, CIV, COD, GHA, LBR, NGA, SSD, TGO, UGA"
"Mormoops_megalophylla","ABW, BES, BLZ, COL, CUW, ECU, GTM, GUY, HND, MEX, NIC, PAN, PER, SLV, TTO, USA, VEN"
"Mormopterus_acetabulosus","MUS"
"Mormopterus_beccarii","IDN, PNG"
"Mormopterus_cobourgianus","AUS"
"Mormopterus_eleryi","AUS"
"Mormopterus_francoismoutoui","REU"
"Mormopterus_halli","AUS"
"Mormopterus_jugularis","MDG"
"Mormopterus_kalinowskii","CHL, PER"
"Mormopterus_kitcheneri","AUS"
"Mormopterus_lumsdenae","AUS"
"Mormopterus_minutus","CUB"
"Mormopterus_norfolkensis","AUS"
"Mormopterus_phrudus","PER"
"Mormopterus_planiceps","AUS"
"Mormopterus_ridei","AUS"
"Mosia_nigrescens","IDN, PNG, SLB"
"Murina_aenea","BRN, IDN, MYS, THA"
"Murina_annamitica","KHM, LAO, MMR, THA, VNM"
"Murina_aurata","BTN, CHN, IND, LAO, MMR, NPL, THA, VNM"
"Murina_balaensis","THA"
"Murina_beelzebub","LAO, VNM"
"Murina_bicolor","TWN"
"Murina_cyclotis","BGD, BTN, CHN, IDN, IND, KHM, LAO, LKA, MMR, NPL, PHL, THA, VNM"
"Murina_feae","CHN, KHM, LAO, MMR, THA, VNM"
"Murina_fionae","KHM, LAO, VNM"
"Murina_florium","AUS, IDN, PNG"
"Murina_gracilis","TWN"
"Murina_harpioloides","VNM"
"Murina_harrisoni","CHN, KHM, LAO, MMR, THA, VNM"
"Murina_hilgendorfi","CHN, JPN, KOR, MNG, PRK, RUS"
"Murina_huttoni","BTN, CHN, IND, LAO, MMR, MYS, NPL, PAK, THA, VNM, Z01, Z06"
"Murina_leucogaster","CHN, LAO, RUS, VNM"
"Murina_lorelieae","CHN"
"Murina_puta","TWN"
"Murina_recondita","TWN"
"Murina_rozendaali","BRN, IDN, MYS"
"Murina_ryukyuana","JPN"
"Murina_suilla","BRN, IDN, MYS, SGP, THA"
"Murina_tubinaris","PAK, Z01, Z06"
"Murina_ussuriensis","CHN, JPN, KOR, PRK, RUS"
"Musonycteris_harrisoni","MEX"
"Myonycteris_brachycephala","STP"
"Myonycteris_leptodon","BEN, BFA, CIV, GHA, GIN, LBR, MLI, NGA, SLE, TGO"
"Myonycteris_relicta","KEN, MOZ, TZA, ZWE"
"Myonycteris_torquata","AGO, CAF, CMR, COD, COG, GAB, GNQ, UGA"
"Myopterus_daubentonii","BEN, BFA, CAF, CIV, CMR, COD, GHA, GIN, GMB, MLI, NGA, SEN, SSD, TCD, TGO"
"Myopterus_whitleyi","CAF, CMR, COD, COG, GAB, GHA, GNQ, NGA, UGA"
"Myotis_adversus","IDN, MYS, SGP, TWN, VNM, VUT"
"Myotis_albescens","ARG, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SLV, SUR, URY, VEN"
"Myotis_alcathoe","ALB, AUT, BEL, BGR, BIH, CHE, CZE, ESP, FRA, GBR, GRC, HUN, MNE, POL, ROU, SRB, SVK, UKR, XKO"
"Myotis_annamiticus","LAO, VNM"
"Myotis_annatessae","LAO, VNM"
"Myotis_annectans","BTN, CHN, IND, KHM, LAO, MMR, THA, VNM"
"Myotis_atacamensis","CHL, PER"
"Myotis_ater","IDN, LAO, MMR, MYS, PHL, THA, VNM"
"Myotis_aurascens","ALB, ARM, AZE, BGR, GEO, GRC, HRV, IRN, IRQ, ITA, KAZ, MDA, MKD, MNE, ROU, RUS, SRB, SYR, TUR, UKR, XCA, XKO"
"Myotis_auriculus","GTM, MEX, USA"
"Myotis_austroriparius","USA"
"Myotis_bechsteinii","ALB, AND, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, ESP, FRA, GBR, GEO, GIB, GRC, HRV, HUN, ITA, LIE, LUX, MCO, MDA, MKD, MNE, NLD, POL, PRT, ROU, RUS, SMR, SRB, SVK, SVN, SWE, TUR, UKR, VAT"
"Myotis_blythii","AFG, ALB, AND, ARM, AUT, AZE, BGR, BIH, CHE, CHN, CYP, CZE, ESP, FRA, GEO, GIB, GRC, HRV, HUN, IND, IRN, IRQ, ISR, ITA, JOR, KAZ, KGZ, LBN, LIE, MCO, MDA, MKD, MNE, MNG, NPL, PAK, POL, PRT, PSE, ROU, RUS, SMR, SRB, SVK, SVN, SYR, TJK, TKM, TUR, UKR, UZB, VAT, XAD, XCA, XKO, Z01, Z06, ZNC"
"Myotis_bocagii","AGO, BDI, BEN, BFA, CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, GNQ, KEN, LBR, MOZ, MWI, NER, NGA, RWA, SEN, SLE, SSD, SWZ, TGO, TZA, UGA, YEM, ZAF, ZMB, ZWE"
"Myotis_bombinus","CHN, JPN, KOR, MNG, PRK, RUS"
"Myotis_borneoensis","IDN, MYS"
"Myotis_brandtii","ALB, AUT, BEL, BGR, BIH, BLR, CHE, CHN, CZE, DEU, DNK, EST, FIN, FRA, GBR, GEO, GRC, HRV, HUN, ITA, JPN, KAZ, LIE, LTU, LUX, LVA, MDA, MKD, MNE, MNG, NLD, NOR, POL, ROU, RUS, SRB, SVK, SVN, SWE, TUR, UKR, XKO"
"Myotis_californicus","CAN, GTM, MEX, USA"
"Myotis_capaccinii","ALB, AND, BGR, BIH, CHE, CYP, DZA, ESP, FRA, GRC, HRV, IRN, IRQ, ISR, ITA, JOR, LBN, MAR, MCO, MKD, MNE, PSE, ROU, SRB, SVN, SYR, TUR, VAT, XAD, XKO, ZNC"
"Myotis_chiloensis","ARG, CHL"
"Myotis_chinensis","CHN, LAO, MMR, THA, VNM"
"Myotis_ciliolabrum","CAN, USA"
"Myotis_cobanensis","GTM"
"Myotis_csorbai","NPL"
"Myotis_dasycneme","BEL, BLR, CZE, DEU, DNK, EST, FRA, HRV, HUN, KAZ, LTU, LUX, LVA, MDA, NLD, POL, ROU, RUS, SRB, SVK, SWE, UKR"
"Myotis_daubentonii","ALB, AND, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CHN, CZE, DEU, DNK, ESP, EST, FIN, FRA, GBR, GEO, GIB, GRC, HRV, HUN, IRL, ITA, JPN, KAZ, KOR, LIE, LTU, LUX, LVA, MDA, MKD, MNE, MNG, NLD, NOR, POL, PRK, PRT, ROU, RUS, SMR, SRB, SVK, SVN, SWE, TUR, UKR, VAT, XKO"
"Myotis_davidii","CHN, LAO, MMR, MNG, RUS, VNM"
"Myotis_dieteri","COG"
"Myotis_diminutus","COL, ECU"
"Myotis_dinellii","ARG, BOL, BRA, CHL"
"Myotis_dominicensis","DMA, GLP"
"Myotis_elegans","BLZ, CRI, GTM, HND, MEX, NIC, SLV"
"Myotis_emarginatus","AFG, ALB, AND, ARM, AUT, AZE, BEL, BGR, BIH, CHE, CYP, CZE, DEU, DZA, ESP, FRA, GEO, GIB, GRC, HRV, HUN, IRN, IRQ, ISR, ITA, JOR, KAZ, KGZ, LBN, LIE, LUX, MAR, MCO, MDA, MKD, MNE, NLD, PAK, POL, PRT, PSE, ROU, RUS, SRB, SVK, SVN, SYR, TJK, TKM, TUN, TUR, UKR, UZB, XAD, XCA, XKO, ZNC"
"Myotis_escalerai","AND, ESP, FRA, GIB, PRT"
"Myotis_evotis","CAN, MEX, USA"
"Myotis_federatus","MYS, THA"
"Myotis_formosus","AFG, BGD, BTN, CHN, IND, MMR, NPL, PAK, TWN, VNM, Z01, Z05, Z09"
"Myotis_fortidens","GTM, MEX"
"Myotis_frater","CHN, JPN, KOR, PRK, RUS"
"Myotis_goudoti","MDG"
"Myotis_grisescens","USA"
"Myotis_hasseltii","BRN, CHN, IDN, IND, KHM, LAO, LKA, MMR, MYS, THA, VNM"
"Myotis_hermani","IDN, MYS, THA"
"Myotis_horsfieldii","BRN, CHN, IDN, IND, KHM, LAO, MMR, MYS, PHL, SGP, THA, TLS, VNM"
"Myotis_ikonnikovi","CHN, JPN, KAZ, MNG, PRK, RUS"
"Myotis_indochinensis","CHN, LAO, MMR, THA, VNM"
"Myotis_izecksohni","BRA"
"Myotis_keaysi","ARG, BLZ, BOL, COL, CRI, ECU, GTM, HND, MEX, NIC, PAN, PER, SLV, TTO, VEN"
"Myotis_keenii","CAN, USA"
"Myotis_laniger","BGD, BTN, CHN, IND, KAZ, KGZ, LAO, MMR, MNG, NPL, RUS, TJK, VNM, Z07"
"Myotis_lavali","BRA, PRY"
"Myotis_leibii","CAN, USA"
"Myotis_levis","ARG, BRA, PRY, URY"
"Myotis_longipes","AFG, BGD, CHN, IND, NPL, PAK, Z01"
"Myotis_lucifugus","CAN, USA"
"Myotis_macrodactylus","CHN, JPN, KOR, PRK, RUS"
"Myotis_macropus","AUS, PNG"
"Myotis_melanorhinus","CAN, MEX, USA"
"Myotis_moluccarum","IDN, PNG, SLB, VUT"
"Myotis_montivagus","CHN, LAO, MMR, VNM"
"Myotis_morrisi","ETH, NGA"
"Myotis_muricola","BGD, BRN, BTN, CHN, IDN, IND, KHM, LAO, MMR, MYS, NPL, PHL, SGP, THA, VNM, Z07"
"Myotis_myotis","ALB, AND, AUT, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, ESP, FRA, GIB, GRC, HRV, HUN, ISR, ITA, JOR, LBN, LIE, LUX, MCO, MDA, MKD, MNE, NLD, POL, PRT, ROU, SMR, SRB, SVK, SVN, SYR, TUR, UKR, VAT, XKO"
"Myotis_mystacinus","ALB, AND, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, ESP, EST, FIN, FRA, GBR, GEO, GRC, HRV, HUN, IRL, IRN, ITA, LIE, LTU, LUX, LVA, MAR, MDA, MKD, MNE, NLD, NOR, POL, PRT, ROU, RUS, SRB, SVK, SVN, SWE, TUR, UKR, XKO"
"Myotis_nattereri","ALB, AUT, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, EST, FIN, FRA, GBR, GRC, HRV, HUN, IRL, ITA, LTU, LUX, LVA, MCO, MDA, MKD, MNE, NLD, NOR, POL, ROU, RUS, SRB, SVK, SVN, SWE, TUR, UKR, XKO"
"Myotis_nesopolus","BES, COL, CUW, VEN"
"Myotis_nigricans","ARG, BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SLV, SUR, URY, VEN"
"Myotis_nipalensis","AFG, ARM, AZE, BTN, CHN, GEO, IND, IRN, KAZ, KGZ, NPL, PAK, TJK, TKM, TUR, UZB, XCA, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09"
"Myotis_nyctor","BRB, GRD"
"Myotis_occultus","MEX, USA"
"Myotis_oxyotus","BOL, BRA, COL, CRI, ECU, GUY, PAN, PER, VEN"
"Myotis_peninsularis","MEX"
"Myotis_pequinius","CHN"
"Myotis_petax","CHN, JPN, KAZ, KOR, MNG, PRK, RUS"
"Myotis_peytoni","IND"
"Myotis_pilosus","CHN, LAO, VNM"
"Myotis_planiceps","MEX"
"Myotis_pruinosus","JPN"
"Myotis_punicus","DZA, ESP, FRA, ITA, LBY, MAR, MLT, TUN"
"Myotis_ridleyi","BRN, IDN, MYS, SGP, THA"
"Myotis_riparius","ARG, BOL, BRA, COL, CRI, ECU, GUF, GUY, HND, NIC, PAN, PER, PRY, SUR, URY, VEN"
"Myotis_rosseti","KHM, LAO, THA, VNM"
"Myotis_ruber","ARG, BRA, PRY, URY"
"Myotis_rufopictus","PHL"
"Myotis_schaubi","ARM, AZE, IRN, TUR, XCA"
"Myotis_scotti","ETH"
"Myotis_secundus","TWN"
"Myotis_septentrionalis","CAN, USA"
"Myotis_sibiricus","CHN, JPN, KAZ, KOR, MNG, PRK, RUS"
"Myotis_sicarius","BGD, BTN, IND, NPL"
"Myotis_siligorensis","BGD, BTN, CHN, IND, KHM, LAO, MMR, MYS, NPL, THA, VNM, Z07"
"Myotis_simus","ARG, BOL, BRA, COL, ECU, PER, PRY"
"Myotis_sodalis","CAN, USA"
"Myotis_soror","TWN"
"Myotis_stalkeri","IDN"
"Myotis_thysanodes","CAN, MEX, USA"
"Myotis_tricolor","AGO, BDI, COD, ETH, KEN, LBR, MOZ, MWI, RWA, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Myotis_velifer","GTM, HND, MEX, SLV, USA"
"Myotis_vivesi","MEX"
"Myotis_volans","CAN, MEX, USA"
"Myotis_welwitschii","AGO, BDI, BWA, COD, ETH, GIN, KEN, LSO, MOZ, MWI, RWA, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Myotis_yanbarensis","JPN"
"Myotis_yumanensis","CAN, MEX, USA"
"Mystacina_robusta","NZL"
"Mystacina_tuberculata","NZL"
"Myzopoda_aurita","MDG"
"Myzopoda_schliemanni","MDG"
"Nanonycteris_veldkampii","BEN, BFA, CAF, CIV, CMR, COD, GHA, GIN, LBR, NGA, SLE, TGO"
"Natalus_major","CYM, DOM, HTI"
"Natalus_mexicanus","BLZ, COL, CRI, GTM, HND, MEX, NIC, PAN, SLV, USA"
"Natalus_stramineus","AIA, ATG, DMA, GLP, KNA, MSR, MTQ"
"Natalus_tumidirostris","BES, BRA, COL, CUW, GUF, GUY, SUR, TTO, VEN"
"Neonycteris_pusilla","BRA, COL"
"Neopteryx_frosti","IDN"
"Neoromicia_brunnea","CIV, CMR, COD, COG, GAB, GHA, GIN, GNQ, LBR, NGA, SLE"
"Neoromicia_capensis","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, COG, ERI, ETH, GAB, GHA, GIN, GNB, GNQ, KEN, LSO, MOZ, MWI, NAM, NGA, RWA, SDN, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Neoromicia_flavescens","AGO, BDI, CMR, MOZ, MWI, NGA, SOM, UGA"
"Neoromicia_guineensis","BEN, BFA, CAF, CIV, CMR, COD, COG, ETH, GHA, GIN, GMB, GNB, LBR, NER, NGA, SDN, SEN, SLE, SOM, SSD, TCD, TGO, UGA"
"Neoromicia_isabella","CIV, GIN, LBR"
"Neoromicia_malagasyensis","MDG"
"Neoromicia_matroka","MDG"
"Neoromicia_melckorum","COD, MDG, MOZ, MWI, TZA, ZAF, ZMB, ZWE"
"Neoromicia_nana","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, COG, ERI, ETH, GAB, GHA, GIN, GMB, GNB, GNQ, KEN, LBR, LSO, MDG, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Neoromicia_rendalli","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, COG, GHA, GIN, GMB, GNB, KEN, LBR, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Neoromicia_robertsi","MDG"
"Neoromicia_roseveari","CIV, GIN, LBR"
"Neoromicia_somalica","AGO, BDI, BEN, BFA, CAF, CIV, CMR, COD, COG, ERI, ETH, GHA, GIN, GNB, KEN, LBR, MLI, NGA, RWA, SDN, SEN, SLE, SOM, SSD, TCD, TGO, TZA, UGA"
"Neoromicia_tenuipinnis","AGO, BDI, BEN, CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, GMB, GNB, GNQ, KEN, LBR, NGA, RWA, SEN, SLE, SSD, TGO, TZA, UGA"
"Neoromicia_zuluensis","AGO, BWA, COD, ETH, KEN, LSO, MOZ, MWI, NAM, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Noctilio_albiventris","ARG, BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SLV, SUR, VEN"
"Noctilio_leporinus","ARG, ATG, BLZ, BOL, BRA, BRB, COL, CRI, CUB, DMA, DOM, ECU, GLP, GRD, GTM, GUF, GUY, HND, HTI, JAM, KNA, LCA, MAF, MEX, MSR, MTQ, NIC, PAN, PER, PRI, PRY, SLV, SUR, SXM, TTO, VCT, VEN, VGB, VIR"
"Notopteris_macdonaldi","FJI, VUT"
"Notopteris_neocaledonica","NCL"
"Nyctalus_aviator","CHN, JPN, KOR, PRK, RUS"
"Nyctalus_azoreum","PRT"
"Nyctalus_furvus","JPN"
"Nyctalus_lasiopterus","ALB, AZE, BGR, BIH, BLR, CHE, CYP, CZE, ESP, FRA, GEO, GIB, GRC, HRV, HUN, ITA, KAZ, LBY, LTU, MAR, MCO, POL, PRT, ROU, RUS, SMR, SRB, SVK, SVN, TUR, UKR, XAD, ZNC"
"Nyctalus_leisleri","AFG, ALB, AND, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DZA, ESP, FRA, GBR, GEO, GIB, GRC, HRV, HUN, IMN, IND, IRL, ITA, KAZ, LIE, LTU, LUX, LVA, MAR, MCO, MDA, MKD, MNE, NLD, PAK, POL, PRT, ROU, RUS, SMR, SRB, SVK, SVN, SWE, TUR, UKR, XCA, XKO, Z01, Z06"
"Nyctalus_montanus","AFG, IND, NPL, PAK"
